datetime;open;high;low;close;volume
2024-01-10 14:30:00;184.35001;184.96001;183.92000;184.55000;8558186
2024-01-09 20:30:00;184.78000;185.14999;184.41000;185.11000;6123108
2024-01-09 19:30:00;184.31010;184.89999;184.30020;184.77000;3646429
2024-01-09 18:30:00;184.39999;184.73000;184.039993;184.31500;3180445
2024-01-09 17:30:00;184.44000;184.92000;184.39000;184.39999;2818553
2024-01-09 16:30:00;184.23000;184.83000;184.14999;184.44000;3908469
2024-01-09 15:30:00;183.53000;184.25999;183.21001;184.23000;4602813
2024-01-09 14:30:00;183.92000;184.23000;182.73000;183.52499;10523629
2024-01-08 20:30:00;185.21500;185.60001;184.91000;185.55000;6759299
2024-01-08 19:30:00;184.84000;185.42000;184.70000;185.22000;5370765
2024-01-08 18:30:00;184.12000;184.875;184.050003;184.83250;3724042
2024-01-08 17:30:00;184;184.47000;183.96001;184.11501;4151910
2024-01-08 16:30:00;183.24500;184.57001;183.23500;183.99010;5720535
2024-01-08 15:30:00;183.82001;183.88000;183.21001;183.24500;5198974
2024-01-08 14:30:00;182.085007;183.88499;181.5;183.81000;13311025
2024-01-05 20:30:00;180.27991;181.25999;180.23810;181.17000;6775472
2024-01-05 19:30:00;181.11000;181.39000;180.17000;180.28000;7993182
2024-01-05 18:30:00;181.74500;182.23000;180.42000;181.12000;9901415
2024-01-05 17:30:00;181.36000;181.86000;181.21001;181.74001;4262774
2024-01-05 16:30:00;182.080002;182.22501;181.32001;181.36501;4494198
2024-01-05 15:30:00;182.066299;182.74001;181.96500;182.087601;5524889
2024-01-05 14:30:00;181.99001;182.75999;181.52000;182.070007;13194900
2024-01-04 20:30:00;181.94501;182.41499;181.42999;181.92000;7594098
2024-01-04 19:30:00;182.5;182.66000;181.87210;181.94009;6011068
2024-01-04 18:30:00;182.91000;183.070007;182.42000;182.5;4172442
2024-01-04 17:30:00;182.13000;182.99001;181.96001;182.91499;4961844
2024-01-04 16:30:00;182.12700;182.44000;181.32001;182.14000;7509793
2024-01-04 15:30:00;181.67000;182.35500;180.88000;182.125;10313237
2024-01-04 14:30:00;182.14999;183.087204;181.22760;181.67999;16075231
2024-01-03 20:30:00;184.39000;184.52000;183.75;184.25;5053608
2024-01-03 19:30:00;184.74950;184.94000;184.21010;184.39000;4256338
2024-01-03 18:30:00;184.47501;184.82001;183.80499;184.74001;4500805
2024-01-03 17:30:00;183.92709;184.55000;183.85170;184.47310;3968490
2024-01-03 16:30:00;184.19000;184.38000;183.42999;183.92999;5295920
2024-01-03 15:30:00;183.95500;184.27000;183.45000;184.20000;7486162
2024-01-03 14:30:00;184.66800;185.88000;183.63000;183.95869;15935130
2024-01-02 20:30:00;184.42000;185.64000;184.41499;185.52499;9447841
2024-01-02 19:30:00;184.49001;184.67999;183.88499;184.42000;8238940
2024-01-02 18:30:00;185.28999;185.53999;184.23000;184.49500;7228643
2024-01-02 17:30:00;186.61501;187.039993;185.25999;185.29500;5381701
2024-01-02 16:30:00;186.80000;187.35001;186.57001;186.61501;6143754
2024-01-02 15:30:00;186.17999;186.90500;185.18430;186.80499;9166397
2024-01-02 14:30:00;187.80099;188.44000;186.0099945;186.18990;21173591
2023-12-29 20:30:00;192.67500;193.13000;192.020004;192.52000;7753795
2023-12-29 19:30:00;192.11501;192.73000;192.11000;192.67999;4109754
2023-12-29 18:30:00;191.90500;192.45000;191.89999;192.12000;2809737
2023-12-29 17:30:00;191.90500;192.23000;191.78000;191.89999;3916853
2023-12-29 16:30:00;191.96500;192.48000;191.72501;191.89999;4320986
2023-12-29 15:30:00;193.50999;193.55000;191.90990;191.96001;4269845
